title,url,price,location,beds,baths,type,posted,agent,featured
"Commercial Space/Villa Rent in Mulpani, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-mulpani-bhaktapur-916/,"Rs59,000/Month","Mulpani, Bhaktapur, Bagmati Province, 44723, Nepal",Beds:7,Baths:3,Commercial,30 hours ago,RealEstate-Nepal,True
"Room Rent in Mandikhatar, Lalitpur",https://nepalpropertybazaar.com/property/room-rent-in-mandikhatar-lalitpur-129/,"Rs7,000/Month","Mandikhatar, Lalitpur, Bagmati Province, 44647, Nepal",Bed:1,Bath:1,Room,27 hours ago,NPB-Rent,False
"Commercial Space/Villa Rent in Kupondole, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-kupondole-kathmandu-876/,"Rs233,500/Month","Kupondole, Kathmandu, Bagamati Province, 44773, Nepal",Beds:3,Baths:3,Commercial,29 days ago,Hamro-Ghar,False
"4 BHK House Rent in Kalanki, Bhaktapur",https://nepalpropertybazaar.com/property/4-bhk-house-rent-in-kalanki-bhaktapur-567/,"Rs89,000/Month","Kalanki, Bhaktapur, Bagmati Province, 44791, Nepal",Beds:4,Baths:4,House,21 hours ago,NPB-Rent,True
"7 BHK House Rent in Balkhu, Lalitpur",https://nepalpropertybazaar.com/property/7-bhk-house-rent-in-balkhu-lalitpur-369/,"Rs238,500/Month","Balkhu, Lalitpur, Bagmati Province, 44687, Nepal",Beds:7,Baths:4,House,14 days ago,Nepal-Property-Hub,True
"Commercial Space/Villa Rent in Kapan, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-kapan-lalitpur-867/,"Rs228,000/Month","Kapan, Lalitpur, Bagamati Province, 44783, Nepal",Beds:8,Baths:2,Commercial,20 hours ago,Nepal-Property-Hub,True
"2BHK Flat Rent in Suryabinayak, Lalitpur",https://nepalpropertybazaar.com/property/2bhk-flat-rent-in-suryabinayak-lalitpur-847/,"Rs51,000/Month","Suryabinayak, Lalitpur, Bagamati Province, 44740, Nepal",Beds:2,Bath:1,Flat / Apartment,24 days ago,Hamro-Ghar,True
"Room Rent in Balaju, Lalitpur",https://nepalpropertybazaar.com/property/room-rent-in-balaju-lalitpur-138/,"Rs14,500/Month","Balaju, Lalitpur, Bagmati Province, 44704, Nepal",Bed:1,Bath:1,Room,19 days ago,Nepal-Property-Hub,False
"Commercial Space/Villa Rent in Mahankal, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-mahankal-lalitpur-836/,"Rs128,000/Month","Mahankal, Lalitpur, Bagamati Province, 44635, Nepal",Beds:10,Baths:3,Villa,25 hours ago,Hamro-Ghar,False
"Room Rent in Kalanki, Lalitpur",https://nepalpropertybazaar.com/property/room-rent-in-kalanki-lalitpur-114/,"Rs5,500/Month","Kalanki, Lalitpur, Bagamati Province, 44653, Nepal",Bed:1,Bath:1,Room,19 hours ago,Hamro-Ghar,False
"Commercial Space/Villa Rent in Kapan, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-kapan-bhaktapur-440/,"Rs285,500/Month","Kapan, Bhaktapur, Bagamati Province, 44742, Nepal",Beds:9,Baths:4,Villa,13 days ago,RealEstate-Nepal,True
"Commercial Space/Villa Rent in Gongabu, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-gongabu-lalitpur-496/,"Rs284,000/Month","Gongabu, Lalitpur, Bagamati Province, 44617, Nepal",Beds:10,Baths:4,Villa,7 days ago,RealEstate-Nepal,False
"7 BHK House Rent in Sinamangal, Bhaktapur",https://nepalpropertybazaar.com/property/7-bhk-house-rent-in-sinamangal-bhaktapur-863/,"Rs186,000/Month","Sinamangal, Bhaktapur, Bagmati Province, 44770, Nepal",Beds:7,Baths:5,House,16 days ago,Nepal-Property-Hub,True
"Commercial Space/Villa Rent in Mahankal, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-mahankal-bhaktapur-128/,"Rs488,000/Month","Mahankal, Bhaktapur, Bagamati Province, 44725, Nepal",Beds:7,Baths:1,Commercial,10 days ago,Hamro-Ghar,False
"3 BHK House Rent in Kapan, Kathmandu",https://nepalpropertybazaar.com/property/3-bhk-house-rent-in-kapan-kathmandu-710/,"Rs128,000/Month","Kapan, Kathmandu, Bagmati Province, 44656, Nepal",Beds:3,Baths:2,House,7 days ago,NPB-Rent,True
"6 BHK House Rent in Dhobighat, Bhaktapur",https://nepalpropertybazaar.com/property/6-bhk-house-rent-in-dhobighat-bhaktapur-510/,"Rs198,000/Month","Dhobighat, Bhaktapur, Bagamati Province, 44703, Nepal",Beds:6,Baths:4,House,17 days ago,Hamro-Ghar,True
"4BHK Flat Rent in Koteshwor, Bhaktapur",https://nepalpropertybazaar.com/property/4bhk-flat-rent-in-koteshwor-bhaktapur-337/,"Rs39,000/Month","Koteshwor, Bhaktapur, Bagmati Province, 44707, Nepal",Beds:4,Baths:2,Flat / Apartment,23 days ago,RealEstate-Nepal,True
"Commercial Space/Villa Rent in Nayabazar, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-nayabazar-kathmandu-903/,"Rs108,500/Month","Nayabazar, Kathmandu, Bagamati Province, 44621, Nepal",Beds:3,Baths:4,Villa,21 hours ago,RealEstate-Nepal,False
"3 BHK House Rent in Battisputali, Lalitpur",https://nepalpropertybazaar.com/property/3-bhk-house-rent-in-battisputali-lalitpur-504/,"Rs151,500/Month","Battisputali, Lalitpur, Bagamati Province, 44734, Nepal",Beds:3,Baths:4,House,27 hours ago,Hamro-Ghar,True
"Room Rent in Chabahil, Lalitpur",https://nepalpropertybazaar.com/property/room-rent-in-chabahil-lalitpur-714/,"Rs11,500/Month","Chabahil, Lalitpur, Bagamati Province, 44783, Nepal",Bed:1,Bath:1,Room,3 days ago,Hamro-Ghar,True
"Commercial Space/Villa Rent in Kalanki, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-kalanki-kathmandu-955/,"Rs387,000/Month","Kalanki, Kathmandu, Bagmati Province, 44800, Nepal",Beds:9,Baths:3,Commercial,19 days ago,NPB-Rent,True
"Room Rent in Nakhu, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-nakhu-kathmandu-272/,"Rs8,000/Month","Nakhu, Kathmandu, Bagmati Province, 44772, Nepal",Bed:1,Bath:1,Room,25 days ago,Nepal-Property-Hub,False
"4BHK Flat Rent in Dhobighat, Bhaktapur",https://nepalpropertybazaar.com/property/4bhk-flat-rent-in-dhobighat-bhaktapur-222/,"Rs24,500/Month","Dhobighat, Bhaktapur, Bagmati Province, 44774, Nepal",Beds:4,Bath:1,Flat / Apartment,29 days ago,Nepal-Property-Hub,True
"8 BHK House Rent in Suryabinayak, Bhaktapur",https://nepalpropertybazaar.com/property/8-bhk-house-rent-in-suryabinayak-bhaktapur-292/,"Rs58,500/Month","Suryabinayak, Bhaktapur, Bagamati Province, 44641, Nepal",Beds:8,Baths:4,House,5 hours ago,Nepal-Property-Hub,True
"2BHK Flat Rent in Naxal, Lalitpur",https://nepalpropertybazaar.com/property/2bhk-flat-rent-in-naxal-lalitpur-211/,"Rs36,000/Month","Naxal, Lalitpur, Bagamati Province, 44709, Nepal",Beds:2,Baths:3,Flat / Apartment,29 days ago,RealEstate-Nepal,True
"1BHK Flat Rent in Basundhara, Lalitpur",https://nepalpropertybazaar.com/property/1bhk-flat-rent-in-basundhara-lalitpur-469/,"Rs31,000/Month","Basundhara, Lalitpur, Bagamati Province, 44780, Nepal",Bed:1,Bath:1,Flat / Apartment,6 days ago,Hamro-Ghar,False
"Commercial Space/Villa Rent in Jorpati, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-jorpati-bhaktapur-837/,"Rs302,000/Month","Jorpati, Bhaktapur, Bagmati Province, 44627, Nepal",Beds:9,Baths:3,Commercial,13 hours ago,Hamro-Ghar,False
"Room Rent in Thimi, Lalitpur",https://nepalpropertybazaar.com/property/room-rent-in-thimi-lalitpur-444/,"Rs9,000/Month","Thimi, Lalitpur, Bagmati Province, 44687, Nepal",Bed:1,Bath:1,Room,12 hours ago,NPB-Rent,True
"Commercial Space/Villa Rent in Chunikhel, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-chunikhel-kathmandu-372/,"Rs481,500/Month","Chunikhel, Kathmandu, Bagmati Province, 44717, Nepal",Beds:9,Baths:2,Commercial,29 days ago,NPB-Rent,False
"Commercial Space/Villa Rent in Balaju, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-balaju-kathmandu-102/,"Rs147,000/Month","Balaju, Kathmandu, Bagamati Province, 44702, Nepal",Beds:6,Baths:4,Villa,8 hours ago,Hamro-Ghar,False
"Commercial Space/Villa Rent in Kapan, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-kapan-kathmandu-422/,"Rs69,500/Month","Kapan, Kathmandu, Bagamati Province, 44710, Nepal",Beds:10,Baths:1,Villa,6 days ago,Nepal-Property-Hub,True
"Commercial Space/Villa Rent in Koteshwor, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-koteshwor-lalitpur-977/,"Rs373,500/Month","Koteshwor, Lalitpur, Bagmati Province, 44652, Nepal",Beds:7,Baths:1,Villa,3 days ago,Nepal-Property-Hub,True
"Room Rent in Basundhara, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-basundhara-kathmandu-127/,"Rs14,000/Month","Basundhara, Kathmandu, Bagamati Province, 44752, Nepal",Bed:1,Bath:1,Room,12 days ago,Nepal-Property-Hub,True
"Commercial Space/Villa Rent in Sinamangal, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-sinamangal-bhaktapur-539/,"Rs337,000/Month","Sinamangal, Bhaktapur, Bagmati Province, 44672, Nepal",Beds:6,Baths:4,Commercial,8 days ago,NPB-Rent,False
"Commercial Space/Villa Rent in Imadol, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-imadol-bhaktapur-210/,"Rs344,000/Month","Imadol, Bhaktapur, Bagmati Province, 44692, Nepal",Beds:4,Baths:3,Commercial,1 hours ago,Hamro-Ghar,True
"Commercial Space/Villa Rent in Maharajgunj, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-maharajgunj-kathmandu-509/,"Rs384,500/Month","Maharajgunj, Kathmandu, Bagamati Province, 44617, Nepal",Beds:6,Baths:1,Commercial,23 days ago,NPB-Rent,True
"Room Rent in Jhamsikhel, Bhaktapur",https://nepalpropertybazaar.com/property/room-rent-in-jhamsikhel-bhaktapur-514/,"Rs6,000/Month","Jhamsikhel, Bhaktapur, Bagmati Province, 44743, Nepal",Bed:1,Bath:1,Room,2 days ago,NPB-Rent,False
"Commercial Space/Villa Rent in Jhamsikhel, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-jhamsikhel-kathmandu-847/,"Rs287,000/Month","Jhamsikhel, Kathmandu, Bagmati Province, 44767, Nepal",Beds:9,Baths:3,Commercial,5 days ago,RealEstate-Nepal,False
"8 BHK House Rent in Balkhu, Bhaktapur",https://nepalpropertybazaar.com/property/8-bhk-house-rent-in-balkhu-bhaktapur-291/,"Rs163,000/Month","Balkhu, Bhaktapur, Bagamati Province, 44602, Nepal",Beds:8,Baths:2,House,11 hours ago,Hamro-Ghar,False
"Commercial Space/Villa Rent in Naxal, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-naxal-lalitpur-248/,"Rs173,000/Month","Naxal, Lalitpur, Bagamati Province, 44609, Nepal",Beds:6,Baths:2,Commercial,26 days ago,Nepal-Property-Hub,False
"4BHK Flat Rent in Gothatar, Lalitpur",https://nepalpropertybazaar.com/property/4bhk-flat-rent-in-gothatar-lalitpur-222/,"Rs36,000/Month","Gothatar, Lalitpur, Bagamati Province, 44771, Nepal",Beds:4,Bath:1,Flat / Apartment,26 hours ago,NPB-Rent,False
"3BHK Flat Rent in Gairidhara, Bhaktapur",https://nepalpropertybazaar.com/property/3bhk-flat-rent-in-gairidhara-bhaktapur-430/,"Rs54,000/Month","Gairidhara, Bhaktapur, Bagmati Province, 44690, Nepal",Beds:3,Bath:1,Flat / Apartment,28 hours ago,NPB-Rent,False
"Commercial Space/Villa Rent in Koteshwor, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-koteshwor-kathmandu-984/,"Rs140,500/Month","Koteshwor, Kathmandu, Bagmati Province, 44757, Nepal",Beds:10,Baths:3,Villa,27 days ago,RealEstate-Nepal,False
"Commercial Space/Villa Rent in Bhaisepati, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-bhaisepati-kathmandu-342/,"Rs473,500/Month","Bhaisepati, Kathmandu, Bagmati Province, 44780, Nepal",Beds:5,Baths:4,Villa,19 hours ago,RealEstate-Nepal,False
"Commercial Space/Villa Rent in Mahankal, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-mahankal-lalitpur-947/,"Rs266,000/Month","Mahankal, Lalitpur, Bagmati Province, 44657, Nepal",Beds:6,Baths:2,Commercial,19 days ago,RealEstate-Nepal,False
"Commercial Space/Villa Rent in Naxal, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-naxal-lalitpur-514/,"Rs299,500/Month","Naxal, Lalitpur, Bagamati Province, 44734, Nepal",Beds:7,Baths:2,Villa,28 hours ago,NPB-Rent,True
"2BHK Flat Rent in Mulpani, Bhaktapur",https://nepalpropertybazaar.com/property/2bhk-flat-rent-in-mulpani-bhaktapur-429/,"Rs23,500/Month","Mulpani, Bhaktapur, Bagmati Province, 44737, Nepal",Beds:2,Baths:3,Flat / Apartment,5 hours ago,Hamro-Ghar,True
"Commercial Space/Villa Rent in Dhobighat, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-dhobighat-bhaktapur-824/,"Rs89,000/Month","Dhobighat, Bhaktapur, Bagamati Province, 44640, Nepal",Beds:7,Baths:1,Villa,22 hours ago,Hamro-Ghar,False
"1BHK Flat Rent in Lazimpat, Lalitpur",https://nepalpropertybazaar.com/property/1bhk-flat-rent-in-lazimpat-lalitpur-390/,"Rs33,500/Month","Lazimpat, Lalitpur, Bagmati Province, 44601, Nepal",Bed:1,Baths:2,Flat / Apartment,16 days ago,Hamro-Ghar,True
"Room Rent in Gothatar, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-gothatar-kathmandu-963/,"Rs6,000/Month","Gothatar, Kathmandu, Bagmati Province, 44739, Nepal",Bed:1,Bath:1,Room,25 days ago,NPB-Rent,False
"5 BHK House Rent in Gongabu, Lalitpur",https://nepalpropertybazaar.com/property/5-bhk-house-rent-in-gongabu-lalitpur-225/,"Rs190,500/Month","Gongabu, Lalitpur, Bagmati Province, 44696, Nepal",Beds:5,Baths:2,House,14 days ago,RealEstate-Nepal,False
"Commercial Space/Villa Rent in Gairidhara, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-gairidhara-kathmandu-326/,"Rs416,500/Month","Gairidhara, Kathmandu, Bagmati Province, 44645, Nepal",Beds:4,Baths:4,Commercial,29 hours ago,NPB-Rent,True
"Room Rent in Mahankal, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-mahankal-kathmandu-219/,"Rs8,000/Month","Mahankal, Kathmandu, Bagmati Province, 44707, Nepal",Bed:1,Bath:1,Room,5 hours ago,NPB-Rent,True
"Commercial Space/Villa Rent in Gothatar, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-gothatar-lalitpur-555/,"Rs223,000/Month","Gothatar, Lalitpur, Bagamati Province, 44775, Nepal",Beds:4,Baths:3,Commercial,23 days ago,NPB-Rent,False
"Commercial Space/Villa Rent in Koteshwor, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-koteshwor-kathmandu-380/,"Rs139,000/Month","Koteshwor, Kathmandu, Bagmati Province, 44636, Nepal",Beds:5,Baths:4,Villa,9 days ago,Hamro-Ghar,True
"3 BHK House Rent in Mahankal, Kathmandu",https://nepalpropertybazaar.com/property/3-bhk-house-rent-in-mahankal-kathmandu-550/,"Rs53,000/Month","Mahankal, Kathmandu, Bagmati Province, 44766, Nepal",Beds:3,Baths:2,House,21 days ago,RealEstate-Nepal,True
"Room Rent in Nayabazar, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-nayabazar-kathmandu-488/,"Rs10,000/Month","Nayabazar, Kathmandu, Bagmati Province, 44632, Nepal",Bed:1,Bath:1,Room,19 days ago,Nepal-Property-Hub,True
"Commercial Space/Villa Rent in Mulpani, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-mulpani-lalitpur-648/,"Rs493,000/Month","Mulpani, Lalitpur, Bagamati Province, 44757, Nepal",Beds:3,Baths:3,Commercial,30 days ago,Hamro-Ghar,False
"8 BHK House Rent in Suryabinayak, Lalitpur",https://nepalpropertybazaar.com/property/8-bhk-house-rent-in-suryabinayak-lalitpur-925/,"Rs221,500/Month","Suryabinayak, Lalitpur, Bagmati Province, 44612, Nepal",Beds:8,Baths:2,House,22 hours ago,NPB-Rent,False
"Commercial Space/Villa Rent in Gothatar, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-gothatar-bhaktapur-722/,"Rs474,500/Month","Gothatar, Bhaktapur, Bagmati Province, 44759, Nepal",Beds:8,Baths:3,Villa,10 days ago,Hamro-Ghar,False
"Room Rent in Lubhu, Bhaktapur",https://nepalpropertybazaar.com/property/room-rent-in-lubhu-bhaktapur-559/,"Rs5,500/Month","Lubhu, Bhaktapur, Bagamati Province, 44696, Nepal",Bed:1,Bath:1,Room,1 days ago,Hamro-Ghar,False
"Commercial Space/Villa Rent in Boudha, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-boudha-kathmandu-234/,"Rs408,000/Month","Boudha, Kathmandu, Bagmati Province, 44687, Nepal",Beds:2,Baths:3,Commercial,25 hours ago,Hamro-Ghar,False
"Room Rent in Balkhu, Lalitpur",https://nepalpropertybazaar.com/property/room-rent-in-balkhu-lalitpur-195/,"Rs13,500/Month","Balkhu, Lalitpur, Bagamati Province, 44628, Nepal",Bed:1,Bath:1,Room,17 days ago,Nepal-Property-Hub,False
"Commercial Space/Villa Rent in Battisputali, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-battisputali-kathmandu-640/,"Rs491,000/Month","Battisputali, Kathmandu, Bagmati Province, 44699, Nepal",Beds:7,Baths:4,Commercial,7 days ago,NPB-Rent,False
"Room Rent in Lazimpat, Lalitpur",https://nepalpropertybazaar.com/property/room-rent-in-lazimpat-lalitpur-508/,"Rs12,500/Month","Lazimpat, Lalitpur, Bagmati Province, 44722, Nepal",Bed:1,Bath:1,Room,22 hours ago,Nepal-Property-Hub,True
"4 BHK House Rent in Nayabazar, Kathmandu",https://nepalpropertybazaar.com/property/4-bhk-house-rent-in-nayabazar-kathmandu-550/,"Rs151,500/Month","Nayabazar, Kathmandu, Bagmati Province, 44616, Nepal",Beds:4,Baths:3,House,19 days ago,RealEstate-Nepal,True
"Commercial Space/Villa Rent in Bhaisepati, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-bhaisepati-bhaktapur-482/,"Rs329,500/Month","Bhaisepati, Bhaktapur, Bagamati Province, 44652, Nepal",Beds:10,Baths:1,Villa,14 days ago,NPB-Rent,True
"3 BHK House Rent in Tokha, Lalitpur",https://nepalpropertybazaar.com/property/3-bhk-house-rent-in-tokha-lalitpur-881/,"Rs95,000/Month","Tokha, Lalitpur, Bagmati Province, 44687, Nepal",Beds:3,Baths:4,House,12 hours ago,NPB-Rent,False
"1BHK Flat Rent in Balaju, Bhaktapur",https://nepalpropertybazaar.com/property/1bhk-flat-rent-in-balaju-bhaktapur-486/,"Rs37,500/Month","Balaju, Bhaktapur, Bagmati Province, 44796, Nepal",Bed:1,Bath:1,Flat / Apartment,15 days ago,Hamro-Ghar,True
"3BHK Flat Rent in Balaju, Lalitpur",https://nepalpropertybazaar.com/property/3bhk-flat-rent-in-balaju-lalitpur-446/,"Rs49,000/Month","Balaju, Lalitpur, Bagamati Province, 44685, Nepal",Beds:3,Baths:3,Flat / Apartment,15 days ago,RealEstate-Nepal,False
"Commercial Space/Villa Rent in Balaju, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-balaju-lalitpur-882/,"Rs165,500/Month","Balaju, Lalitpur, Bagamati Province, 44685, Nepal",Beds:7,Baths:2,Commercial,29 days ago,NPB-Rent,True
"Room Rent in Gothatar, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-gothatar-kathmandu-838/,"Rs8,500/Month","Gothatar, Kathmandu, Bagamati Province, 44627, Nepal",Bed:1,Bath:1,Room,15 hours ago,RealEstate-Nepal,True
"4BHK Flat Rent in Kalanki, Lalitpur",https://nepalpropertybazaar.com/property/4bhk-flat-rent-in-kalanki-lalitpur-950/,"Rs36,000/Month","Kalanki, Lalitpur, Bagmati Province, 44753, Nepal",Beds:4,Bath:1,Flat / Apartment,20 hours ago,NPB-Rent,False
"1BHK Flat Rent in Tokha, Kathmandu",https://nepalpropertybazaar.com/property/1bhk-flat-rent-in-tokha-kathmandu-203/,"Rs37,000/Month","Tokha, Kathmandu, Bagamati Province, 44607, Nepal",Bed:1,Baths:3,Flat / Apartment,20 hours ago,Nepal-Property-Hub,True
"Commercial Space/Villa Rent in Gothatar, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-gothatar-kathmandu-804/,"Rs237,500/Month","Gothatar, Kathmandu, Bagamati Province, 44716, Nepal",Beds:10,Baths:3,Villa,25 days ago,Hamro-Ghar,True
"Commercial Space/Villa Rent in Basundhara, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-basundhara-kathmandu-475/,"Rs265,500/Month","Basundhara, Kathmandu, Bagmati Province, 44796, Nepal",Beds:5,Baths:2,Villa,6 hours ago,NPB-Rent,False
"Commercial Space/Villa Rent in Kalanki, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-kalanki-bhaktapur-296/,"Rs488,000/Month","Kalanki, Bhaktapur, Bagmati Province, 44756, Nepal",Beds:10,Baths:3,Villa,3 days ago,NPB-Rent,True
"Commercial Space/Villa Rent in Koteshwor, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-koteshwor-lalitpur-599/,"Rs82,000/Month","Koteshwor, Lalitpur, Bagmati Province, 44797, Nepal",Beds:3,Baths:2,Villa,17 hours ago,RealEstate-Nepal,True
"Commercial Space/Villa Rent in Nakhu, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-nakhu-lalitpur-663/,"Rs249,500/Month","Nakhu, Lalitpur, Bagmati Province, 44655, Nepal",Beds:6,Baths:3,Commercial,16 hours ago,Hamro-Ghar,False
"Room Rent in Dhobighat, Bhaktapur",https://nepalpropertybazaar.com/property/room-rent-in-dhobighat-bhaktapur-543/,"Rs7,000/Month","Dhobighat, Bhaktapur, Bagmati Province, 44780, Nepal",Bed:1,Bath:1,Room,15 days ago,RealEstate-Nepal,False
"Commercial Space/Villa Rent in Basundhara, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-basundhara-bhaktapur-670/,"Rs467,500/Month","Basundhara, Bhaktapur, Bagamati Province, 44617, Nepal",Beds:7,Baths:2,Villa,15 hours ago,RealEstate-Nepal,True
"Room Rent in Maharajgunj, Lalitpur",https://nepalpropertybazaar.com/property/room-rent-in-maharajgunj-lalitpur-374/,"Rs11,500/Month","Maharajgunj, Lalitpur, Bagmati Province, 44749, Nepal",Bed:1,Bath:1,Room,10 days ago,RealEstate-Nepal,False
"2BHK Flat Rent in Baneshwor, Kathmandu",https://nepalpropertybazaar.com/property/2bhk-flat-rent-in-baneshwor-kathmandu-917/,"Rs50,000/Month","Baneshwor, Kathmandu, Bagmati Province, 44649, Nepal",Beds:2,Bath:1,Flat / Apartment,30 hours ago,Hamro-Ghar,True
"Room Rent in Jhamsikhel, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-jhamsikhel-kathmandu-906/,"Rs12,000/Month","Jhamsikhel, Kathmandu, Bagamati Province, 44753, Nepal",Bed:1,Bath:1,Room,13 days ago,RealEstate-Nepal,True
"Room Rent in Kapan, Kathmandu",https://nepalpropertybazaar.com/property/room-rent-in-kapan-kathmandu-221/,"Rs8,500/Month","Kapan, Kathmandu, Bagamati Province, 44607, Nepal",Bed:1,Bath:1,Room,9 hours ago,Hamro-Ghar,True
"Commercial Space/Villa Rent in Dhobighat, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-dhobighat-kathmandu-467/,"Rs405,000/Month","Dhobighat, Kathmandu, Bagmati Province, 44735, Nepal",Beds:9,Baths:2,Commercial,24 hours ago,NPB-Rent,True
"8 BHK House Rent in Mandikhatar, Bhaktapur",https://nepalpropertybazaar.com/property/8-bhk-house-rent-in-mandikhatar-bhaktapur-753/,"Rs218,500/Month","Mandikhatar, Bhaktapur, Bagmati Province, 44778, Nepal",Beds:8,Baths:3,House,23 hours ago,NPB-Rent,True
"3 BHK House Rent in Gongabu, Kathmandu",https://nepalpropertybazaar.com/property/3-bhk-house-rent-in-gongabu-kathmandu-904/,"Rs211,500/Month","Gongabu, Kathmandu, Bagmati Province, 44621, Nepal",Beds:3,Baths:3,House,8 hours ago,Hamro-Ghar,True
"Commercial Space/Villa Rent in Nayabazar, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-nayabazar-lalitpur-766/,"Rs233,500/Month","Nayabazar, Lalitpur, Bagamati Province, 44760, Nepal",Beds:7,Baths:3,Commercial,24 hours ago,Hamro-Ghar,False
"3BHK Flat Rent in Naxal, Kathmandu",https://nepalpropertybazaar.com/property/3bhk-flat-rent-in-naxal-kathmandu-401/,"Rs32,500/Month","Naxal, Kathmandu, Bagmati Province, 44634, Nepal",Beds:3,Baths:2,Flat / Apartment,17 hours ago,Nepal-Property-Hub,False
"Commercial Space/Villa Rent in Jhamsikhel, Kathmandu",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-jhamsikhel-kathmandu-290/,"Rs105,000/Month","Jhamsikhel, Kathmandu, Bagmati Province, 44692, Nepal",Beds:9,Baths:2,Commercial,6 hours ago,Hamro-Ghar,True
"Commercial Space/Villa Rent in Lubhu, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-lubhu-lalitpur-644/,"Rs183,000/Month","Lubhu, Lalitpur, Bagamati Province, 44676, Nepal",Beds:3,Baths:4,Villa,3 hours ago,Nepal-Property-Hub,False
"Commercial Space/Villa Rent in Mahankal, Bhaktapur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-mahankal-bhaktapur-326/,"Rs480,500/Month","Mahankal, Bhaktapur, Bagamati Province, 44749, Nepal",Beds:8,Baths:2,Villa,19 hours ago,NPB-Rent,False
"Room Rent in Kupondole, Bhaktapur",https://nepalpropertybazaar.com/property/room-rent-in-kupondole-bhaktapur-219/,"Rs14,500/Month","Kupondole, Bhaktapur, Bagamati Province, 44618, Nepal",Bed:1,Bath:1,Room,17 days ago,NPB-Rent,True
"Commercial Space/Villa Rent in Gongabu, Lalitpur",https://nepalpropertybazaar.com/property/commercial-space-villa-rent-in-gongabu-lalitpur-125/,"Rs355,000/Month","Gongabu, Lalitpur, Bagmati Province, 44693, Nepal",Beds:3,Baths:1,Villa,26 hours ago,RealEstate-Nepal,False
