title,url,price,location,beds,baths,type,posted,agent,featured,posted_days,district,municipality,bhk_from_title,type_from_title,semi_furnished,fully_furnished,brand_new,private_gate
"3BHK Commercial Rent in Basantapur Durbar Square, Makkhan Tol, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-143/,62500,"Basantapur Durbar Square, Makkhan Tol, Yetkha, Kathmandu-24, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, Nepal",3,2,commercial,1 days ago,NPB-Rent-Synthetic,False,1,Kathmandu,Makkhan Tol,3,commercial,0,0,1,1
"3BHK Flat Rent in Tokha, Tokha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-144/,46500,"Tokha, Tokha Municipality, Kathmandu, Bagamati Province, 44606, Nepal",3,1,flat,41 days ago,NPB-Rent-Synthetic,False,41,Kathmandu,Tokha,3,flat,0,1,0,1
"2BHK Flat Rent in Dhapakhel, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-145/,35000,"Dhapakhel, Lalitpur-24, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, 41700, Nepal",2,2,flat,9 days ago,NPB-Rent-Synthetic,True,9,Lalitpur,Lalitpur,2,flat,1,0,0,0
"4BHK Flat Rent in Budhanilkantha, budhalinkantha main road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-146/,52000,"Budhanilkantha, budhalinkantha main road, Budhanilkantha-03, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 22644, Nepal",4,1,flat,43 days ago,NPB-Rent-Synthetic,False,43,Kathmandu,budhalinkantha main road,4,flat,0,1,0,0
"1BHK Commercial Rent in Budhanilkantha, budhalinkantha main road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-147/,69000,"Budhanilkantha, budhalinkantha main road, Budhanilkantha-03, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 22644, Nepal",1,2,commercial,28 days ago,NPB-Rent-Synthetic,False,28,Kathmandu,budhalinkantha main road,1,commercial,1,0,1,0
"3BHK Flat Rent in Purano Thimi- Naya Thimi, Inaya Tole, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-148/,35000,"Purano Thimi- Naya Thimi, Inaya Tole, Madhyapur Thimi-05, Inaya Tole, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44811, Nepal",3,1,flat,21 days ago,NPB-Rent-Synthetic,True,21,Bhaktapur,Inaya Tole,3,flat,0,0,0,0
"2BHK Flat Rent in Chabahil Futsal, Saraswati Nagar Marga, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-149/,29000,"Chabahil Futsal, Saraswati Nagar Marga, Saraswati Nagar, Baudha, Kathmandu-07, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 44602, Nepal",2,1,flat,37 days ago,NPB-Rent-Synthetic,True,37,Kathmandu,Saraswati Nagar Marga,2,flat,0,0,0,0
"2BHK Commercial Rent in Satdobato, Tutepani, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-150/,25500,"Satdobato, Tutepani, Lalitpur-15, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 44702, Nepal",2,1,commercial,31 days ago,NPB-Rent-Synthetic,False,31,Lalitpur,Tutepani,2,commercial,0,0,1,0
"2BHK Flat Rent in Basantapur Durbar Square, Makkhan Tol, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-151/,26000,"Basantapur Durbar Square, Makkhan Tol, Yetkha, Kathmandu-24, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, Nepal",2,1,flat,39 days ago,NPB-Rent-Synthetic,False,39,Kathmandu,Makkhan Tol,2,flat,0,0,0,0
"2BHK Flat Rent in Mahankal, Mahankal Road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-152/,32000,"Mahankal, Mahankal Road, Pani Tanki, Baudha, Kathmandu-06, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44602, Nepal",2,1,flat,36 days ago,NPB-Rent-Synthetic,True,36,Kathmandu,Mahankal Road,2,flat,0,0,0,0
"2BHK Flat Rent in Micro bus station, Araniko Highway, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-153/,26500,"Micro bus station, Araniko Highway, Balkumari, Madhyapur Thimi-04, Madhyapur Thimi, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44811, Nepal",2,2,flat,Today,NPB-Rent-Synthetic,True,0,Bhaktapur,Araniko Highway,2,flat,0,0,1,0
"1BHK Room Rent in Basantapur Durbar Square, Makkhan Tol, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-154/,10500,"Basantapur Durbar Square, Makkhan Tol, Yetkha, Kathmandu-24, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, Nepal",1,1,room,30 days ago,NPB-Rent-Synthetic,False,30,Kathmandu,Makkhan Tol,1,room,0,0,0,1
"2BHK Flat Rent in Buddhanilkantha Bus Stop, Golfutar Main Road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-155/,29500,"Buddhanilkantha Bus Stop, Golfutar Main Road, Budhanilkantha-03, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 22644, Nepal",2,2,flat,54 days ago,NPB-Rent-Synthetic,False,54,Kathmandu,Golfutar Main Road,2,flat,0,0,0,0
"2BHK Flat Rent in Dhapakhel, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-156/,36500,"Dhapakhel, Lalitpur-24, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, 41700, Nepal",2,2,flat,8 days ago,NPB-Rent-Synthetic,True,8,Lalitpur,Lalitpur,2,flat,1,0,0,1
"3BHK Flat Rent in Tokha, Tokha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-157/,47500,"Tokha, Tokha Municipality, Kathmandu, Bagamati Province, 44606, Nepal",3,1,flat,47 days ago,NPB-Rent-Synthetic,True,47,Kathmandu,Tokha,3,flat,0,0,0,1
"2BHK Flat Rent in Ekantakuna, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-158/,23000,"Ekantakuna, Lalitpur-13, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 40000, Nepal",2,1,flat,52 days ago,NPB-Rent-Synthetic,True,52,Lalitpur,Lalitpur,2,flat,1,0,0,0
"2BHK Flat Rent in Budhanilkantha, budhalinkantha main road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-159/,23000,"Budhanilkantha, budhalinkantha main road, Budhanilkantha-03, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 22644, Nepal",2,1,flat,23 days ago,NPB-Rent-Synthetic,False,23,Kathmandu,budhalinkantha main road,2,flat,0,1,0,1
"2BHK Flat Rent in Kupondole, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-160/,31500,"Kupondole, Lalitpur-10, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 00779, Nepal",2,1,flat,13 days ago,NPB-Rent-Synthetic,True,13,Lalitpur,Lalitpur,2,flat,0,0,0,0
"1BHK Flat Rent in Lubhu, Mahalaxmi, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-161/,24000,"Lubhu, Mahalaxmi-08, Mahalaxmi, Mahalaxmi Municipality, Lalitpur, Bagamati Province, 44708, Nepal",1,1,flat,1 days ago,NPB-Rent-Synthetic,False,1,Lalitpur,Mahalaxmi,1,flat,1,0,0,1
"3BHK Flat Rent in kausaltar, Araniko Highway, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-162/,33000,"kausaltar, Araniko Highway, sachet marga tole, Kaushaltar, Madhyapur Thimi-02, Madhyapur Thimi, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44810, Nepal",3,1,flat,36 days ago,NPB-Rent-Synthetic,False,36,Bhaktapur,Araniko Highway,3,flat,0,0,1,0
"3BHK Commercial Rent in Budhanilkantha, budhalinkantha main road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-163/,25000,"Budhanilkantha, budhalinkantha main road, Budhanilkantha-03, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 22644, Nepal",3,2,commercial,1 days ago,NPB-Rent-Synthetic,False,1,Kathmandu,budhalinkantha main road,3,commercial,0,0,0,1
"3BHK Flat Rent in Tokha, Tokha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-164/,44500,"Tokha, Tokha Municipality, Kathmandu, Bagamati Province, 44606, Nepal",3,1,flat,24 days ago,NPB-Rent-Synthetic,True,24,Kathmandu,Tokha,3,flat,1,0,0,1
"1BHK Flat Rent in Kupondole, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-165/,22500,"Kupondole, Lalitpur-10, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 00779, Nepal",1,1,flat,48 days ago,NPB-Rent-Synthetic,False,48,Lalitpur,Lalitpur,1,flat,0,0,0,0
"3BHK Flat Rent in Balkot, Balkot-Biruwa Road, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-166/,31500,"Balkot, Balkot-Biruwa Road, Suryabinayak-02, Sirutar, Suryabinayak Municipality, Bhaktapur, Bagamati Province, 44708, Nepal",3,1,flat,22 days ago,NPB-Rent-Synthetic,False,22,Bhaktapur,Balkot-Biruwa Road,3,flat,1,0,0,0
"2BHK Flat Rent in Basantapur Durbar Square, Makkhan Tol, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-167/,23500,"Basantapur Durbar Square, Makkhan Tol, Yetkha, Kathmandu-24, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, Nepal",2,1,flat,50 days ago,NPB-Rent-Synthetic,False,50,Kathmandu,Makkhan Tol,2,flat,0,0,0,0
"2BHK Flat Rent in Chunikhel, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-168/,34500,"Chunikhel, Budhanilkantha-13, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagmati Province, Nepal",2,1,flat,24 days ago,NPB-Rent-Synthetic,False,24,Kathmandu,Budhanilkantha,2,flat,0,0,0,0
"1BHK Flat Rent in Budhanilkantha, budhalinkantha main road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-169/,25500,"Budhanilkantha, budhalinkantha main road, Budhanilkantha-03, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 22644, Nepal",1,1,flat,53 days ago,NPB-Rent-Synthetic,False,53,Kathmandu,budhalinkantha main road,1,flat,0,1,1,0
"1BHK Flat Rent in Chunikhel, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-170/,13500,"Chunikhel, Budhanilkantha-13, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagmati Province, Nepal",1,1,flat,45 days ago,NPB-Rent-Synthetic,True,45,Kathmandu,Budhanilkantha,1,flat,0,0,0,0
"1BHK Room Rent in Satdobato, Tutepani, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-171/,8500,"Satdobato, Tutepani, Lalitpur-15, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 44702, Nepal",1,1,room,37 days ago,NPB-Rent-Synthetic,False,37,Lalitpur,Tutepani,1,room,0,0,0,0
"2BHK Flat Rent in Bagdol, Basnetgaun, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-172/,25000,"Bagdol, Basnetgaun, Lalitpur-04, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 40000, Nepal",2,1,flat,15 days ago,NPB-Rent-Synthetic,False,15,Lalitpur,Basnetgaun,2,flat,0,1,0,0
"2BHK Flat Rent in Lubhu, Mahalaxmi, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-173/,20000,"Lubhu, Mahalaxmi-08, Mahalaxmi, Mahalaxmi Municipality, Lalitpur, Bagamati Province, 44708, Nepal",2,1,flat,34 days ago,NPB-Rent-Synthetic,True,34,Lalitpur,Mahalaxmi,2,flat,0,0,0,1
"1BHK Flat Rent in Satdobato, Tutepani, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-174/,23000,"Satdobato, Tutepani, Lalitpur-15, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 44702, Nepal",1,1,flat,36 days ago,NPB-Rent-Synthetic,False,36,Lalitpur,Tutepani,1,flat,1,0,0,1
"4BHK Flat Rent in Buddhanilkantha Bus Stop, Golfutar Main Road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-175/,51500,"Buddhanilkantha Bus Stop, Golfutar Main Road, Budhanilkantha-03, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 22644, Nepal",4,1,flat,32 days ago,NPB-Rent-Synthetic,True,32,Kathmandu,Golfutar Main Road,4,flat,0,0,0,0
"2BHK Flat Rent in Basantapur Durbar Square, Makkhan Tol, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-176/,38500,"Basantapur Durbar Square, Makkhan Tol, Yetkha, Kathmandu-24, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, Nepal",2,1,flat,20 days ago,NPB-Rent-Synthetic,False,20,Kathmandu,Makkhan Tol,2,flat,0,0,1,0
"2BHK Flat Rent in Dhungedhara, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-177/,37000,"Dhungedhara, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",2,2,flat,6 days ago,NPB-Rent-Synthetic,False,6,Kathmandu,Kathmandu,2,flat,0,0,1,1
"1BHK Room Rent in Mahankal, Mahankal Road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-178/,9500,"Mahankal, Mahankal Road, Pani Tanki, Baudha, Kathmandu-06, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44602, Nepal",1,1,room,12 days ago,NPB-Rent-Synthetic,True,12,Kathmandu,Mahankal Road,1,room,0,1,0,1
"2BHK Flat Rent in Sankhamul Marg, Shankhamul Chok, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-179/,29500,"Sankhamul Marg, Shankhamul Chok, Buddhnagar, Kathmandu-10, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44617, Nepal",2,1,flat,9 days ago,NPB-Rent-Synthetic,False,9,Kathmandu,Shankhamul Chok,2,flat,0,0,0,0
"1BHK Flat Rent in Chabahil Futsal, Saraswati Nagar Marga, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-180/,23500,"Chabahil Futsal, Saraswati Nagar Marga, Saraswati Nagar, Baudha, Kathmandu-07, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 44602, Nepal",1,1,flat,2 days ago,NPB-Rent-Synthetic,True,2,Kathmandu,Saraswati Nagar Marga,1,flat,0,0,0,0
"2BHK Commercial Rent in Purano Thimi- Naya Thimi, Inaya Tole, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-181/,67000,"Purano Thimi- Naya Thimi, Inaya Tole, Madhyapur Thimi-05, Inaya Tole, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44811, Nepal",2,2,commercial,24 days ago,NPB-Rent-Synthetic,False,24,Bhaktapur,Inaya Tole,2,commercial,1,0,1,0
"2BHK Flat Rent in Purano Thimi- Naya Thimi, Inaya Tole, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-182/,31000,"Purano Thimi- Naya Thimi, Inaya Tole, Madhyapur Thimi-05, Inaya Tole, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44811, Nepal",2,2,flat,42 days ago,NPB-Rent-Synthetic,False,42,Bhaktapur,Inaya Tole,2,flat,1,0,0,0
"2BHK Flat Rent in Patan, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-183/,20000,"Patan, Lalitpur-16, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 44707, Nepal",2,1,flat,24 days ago,NPB-Rent-Synthetic,True,24,Lalitpur,Lalitpur,2,flat,0,0,0,0
"3BHK Commercial Rent in Mahankal, Mahankal Road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-184/,32500,"Mahankal, Mahankal Road, Pani Tanki, Baudha, Kathmandu-06, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44602, Nepal",3,1,commercial,56 days ago,NPB-Rent-Synthetic,True,56,Kathmandu,Mahankal Road,3,commercial,0,0,0,0
"0BHK Commercial Rent in Buddhanilkantha Bus Stop, Golfutar Main Road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-185/,38500,"Buddhanilkantha Bus Stop, Golfutar Main Road, Budhanilkantha-03, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 22644, Nepal",0,2,commercial,1 days ago,NPB-Rent-Synthetic,True,1,Kathmandu,Golfutar Main Road,0,commercial,1,0,0,0
"3BHK Flat Rent in kausaltar, Araniko Highway, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-186/,37500,"kausaltar, Araniko Highway, sachet marga tole, Kaushaltar, Madhyapur Thimi-02, Madhyapur Thimi, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44810, Nepal",3,1,flat,31 days ago,NPB-Rent-Synthetic,True,31,Bhaktapur,Araniko Highway,3,flat,0,0,0,0
"2BHK Flat Rent in Balkot, Balkot-Biruwa Road, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-187/,19000,"Balkot, Balkot-Biruwa Road, Suryabinayak-02, Sirutar, Suryabinayak Municipality, Bhaktapur, Bagamati Province, 44708, Nepal",2,1,flat,40 days ago,NPB-Rent-Synthetic,False,40,Bhaktapur,Balkot-Biruwa Road,2,flat,1,0,0,0
"1BHK Flat Rent in Bagdol, Basnetgaun, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-188/,8000,"Bagdol, Basnetgaun, Lalitpur-04, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 40000, Nepal",1,2,flat,31 days ago,NPB-Rent-Synthetic,False,31,Lalitpur,Basnetgaun,1,flat,0,0,0,0
"2BHK Flat Rent in Budhanilkantha, budhalinkantha main road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-189/,29000,"Budhanilkantha, budhalinkantha main road, Budhanilkantha-03, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 22644, Nepal",2,1,flat,32 days ago,NPB-Rent-Synthetic,True,32,Kathmandu,budhalinkantha main road,2,flat,0,0,0,0
"1BHK Flat Rent in kapan->> jagadol road, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-190/,21000,"kapan->> jagadol road, Budhanilkantha-11, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 21740, Nepal",1,1,flat,49 days ago,NPB-Rent-Synthetic,True,49,Kathmandu,Budhanilkantha,1,flat,0,0,0,0
"1BHK Flat Rent in Patan, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-191/,18500,"Patan, Lalitpur-16, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 44707, Nepal",1,1,flat,32 days ago,NPB-Rent-Synthetic,True,32,Lalitpur,Lalitpur,1,flat,0,0,0,1
"2BHK Flat Rent in kapan->> jagadol road, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-192/,33500,"kapan->> jagadol road, Budhanilkantha-11, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 21740, Nepal",2,1,flat,11 days ago,NPB-Rent-Synthetic,True,11,Kathmandu,Budhanilkantha,2,flat,1,0,0,0
"2BHK Flat Rent in Chunikhel, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-193/,36500,"Chunikhel, Budhanilkantha-13, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagmati Province, Nepal",2,1,flat,37 days ago,NPB-Rent-Synthetic,False,37,Kathmandu,Budhanilkantha,2,flat,0,0,0,0
"1BHK Flat Rent in Ekantakuna, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-194/,14000,"Ekantakuna, Lalitpur-13, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 40000, Nepal",1,2,flat,49 days ago,NPB-Rent-Synthetic,True,49,Lalitpur,Lalitpur,1,flat,0,0,0,0
"2BHK Flat Rent in kausaltar, Araniko Highway, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-195/,29500,"kausaltar, Araniko Highway, sachet marga tole, Kaushaltar, Madhyapur Thimi-02, Madhyapur Thimi, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44810, Nepal",2,2,flat,21 days ago,NPB-Rent-Synthetic,False,21,Bhaktapur,Araniko Highway,2,flat,0,0,0,0
"4BHK Flat Rent in kapan->> jagadol road, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-196/,60000,"kapan->> jagadol road, Budhanilkantha-11, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 21740, Nepal",4,1,flat,2 days ago,NPB-Rent-Synthetic,True,2,Kathmandu,Budhanilkantha,4,flat,0,0,0,0
"4BHK Flat Rent in Ekantakuna, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-197/,47000,"Ekantakuna, Lalitpur-13, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 40000, Nepal",4,2,flat,29 days ago,NPB-Rent-Synthetic,True,29,Lalitpur,Lalitpur,4,flat,0,0,0,0
"4BHK Flat Rent in kapan->> jagadol road, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-198/,57000,"kapan->> jagadol road, Budhanilkantha-11, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 21740, Nepal",4,1,flat,34 days ago,NPB-Rent-Synthetic,True,34,Kathmandu,Budhanilkantha,4,flat,0,0,0,1
"3BHK Flat Rent in Chunikhel, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-199/,48000,"Chunikhel, Budhanilkantha-13, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagmati Province, Nepal",3,2,flat,35 days ago,NPB-Rent-Synthetic,True,35,Kathmandu,Budhanilkantha,3,flat,0,0,0,0
"2BHK Flat Rent in Lubhu, Mahalaxmi, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-200/,38000,"Lubhu, Mahalaxmi-08, Mahalaxmi, Mahalaxmi Municipality, Lalitpur, Bagamati Province, 44708, Nepal",2,2,flat,17 days ago,NPB-Rent-Synthetic,False,17,Lalitpur,Mahalaxmi,2,flat,0,0,0,0
"4BHK Flat Rent in Satdobato, Tutepani, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-201/,62500,"Satdobato, Tutepani, Lalitpur-15, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 44702, Nepal",4,2,flat,25 days ago,NPB-Rent-Synthetic,False,25,Lalitpur,Tutepani,4,flat,1,0,0,1
"4BHK Flat Rent in Chabahil Futsal, Saraswati Nagar Marga, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-202/,55000,"Chabahil Futsal, Saraswati Nagar Marga, Saraswati Nagar, Baudha, Kathmandu-07, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 44602, Nepal",4,1,flat,52 days ago,NPB-Rent-Synthetic,True,52,Kathmandu,Saraswati Nagar Marga,4,flat,0,1,1,0
"2BHK Flat Rent in Micro bus station, Araniko Highway, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-203/,38500,"Micro bus station, Araniko Highway, Balkumari, Madhyapur Thimi-04, Madhyapur Thimi, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44811, Nepal",2,1,flat,2 days ago,NPB-Rent-Synthetic,False,2,Bhaktapur,Araniko Highway,2,flat,1,0,0,0
"2BHK Flat Rent in Kupondole, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-204/,26000,"Kupondole, Lalitpur-10, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 00779, Nepal",2,1,flat,55 days ago,NPB-Rent-Synthetic,True,55,Lalitpur,Lalitpur,2,flat,0,0,0,0
"3BHK Flat Rent in Patan, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-205/,31500,"Patan, Lalitpur-16, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 44707, Nepal",3,2,flat,10 days ago,NPB-Rent-Synthetic,True,10,Lalitpur,Lalitpur,3,flat,1,0,0,0
"3BHK Flat Rent in Lazimpat, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-206/,46500,"Lazimpat, Kathmandu-02, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 14600, Nepal",3,2,flat,32 days ago,NPB-Rent-Synthetic,True,32,Kathmandu,Kathmandu,3,flat,0,1,0,0
"1BHK Flat Rent in Kupondole, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-207/,20500,"Kupondole, Lalitpur-10, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 00779, Nepal",1,2,flat,9 days ago,NPB-Rent-Synthetic,True,9,Lalitpur,Lalitpur,1,flat,0,0,0,0
"3BHK Flat Rent in Baneshwor Banquet, Saraswati Marg, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-208/,32500,"Baneshwor Banquet, Saraswati Marg, Thapa Gaun, Buddha Nagar, Kathmandu-10, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44617, Nepal",3,2,flat,29 days ago,NPB-Rent-Synthetic,False,29,Kathmandu,Saraswati Marg,3,flat,0,0,0,0
"1BHK Flat Rent in Patan, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-209/,18500,"Patan, Lalitpur-16, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 44707, Nepal",1,1,flat,12 days ago,NPB-Rent-Synthetic,True,12,Lalitpur,Lalitpur,1,flat,0,1,0,0
"3BHK Flat Rent in kapan->> jagadol road, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-210/,36500,"kapan->> jagadol road, Budhanilkantha-11, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 21740, Nepal",3,2,flat,43 days ago,NPB-Rent-Synthetic,False,43,Kathmandu,Budhanilkantha,3,flat,1,0,0,0
"3BHK Commercial Rent in Baneshwor Banquet, Saraswati Marg, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-211/,45500,"Baneshwor Banquet, Saraswati Marg, Thapa Gaun, Buddha Nagar, Kathmandu-10, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44617, Nepal",3,2,commercial,26 days ago,NPB-Rent-Synthetic,True,26,Kathmandu,Saraswati Marg,3,commercial,0,0,0,0
"1BHK Flat Rent in Balkot, Balkot-Biruwa Road, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-212/,8000,"Balkot, Balkot-Biruwa Road, Suryabinayak-02, Sirutar, Suryabinayak Municipality, Bhaktapur, Bagamati Province, 44708, Nepal",1,1,flat,21 days ago,NPB-Rent-Synthetic,True,21,Bhaktapur,Balkot-Biruwa Road,1,flat,0,0,0,0
"2BHK Flat Rent in Tokha, Tokha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-213/,22000,"Tokha, Tokha Municipality, Kathmandu, Bagamati Province, 44606, Nepal",2,2,flat,35 days ago,NPB-Rent-Synthetic,False,35,Kathmandu,Tokha,2,flat,0,0,0,0
